,Country code,Country,Reference sector,Employment type,Education level,Year,Value
1771,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2013,0.0
1772,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2014,0.0
1773,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2015,0.0
1774,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2016,0.0
1775,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2017,0.0
1776,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2018,0.0
1777,FRA,France,Independent private educational institutions,Part-time,Short-cycle tertiary education,2019,0.0
1799,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2013,800115.0
1800,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2014,822218.0
1801,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2015,845518.0
1802,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2016,871863.0
1803,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2017,893027.0
1804,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2018,897890.0
1805,FRA,France,Public educational institutions,Full-time,Bachelor’s or equivalent level,2019,920148.0
1806,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,14337.0
1807,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,14776.0
1808,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,15210.0
1809,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,15603.0
1810,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,15753.0
1811,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,14750.0
1812,FRA,France,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,14714.0
1813,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,117296.0
1814,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,124453.0
1815,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,130447.0
1816,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,137968.0
1817,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,132976.0
1818,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,145851.0
1819,FRA,France,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,148167.0
1820,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2013,0.0
1821,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2014,0.0
1822,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2015,0.0
1823,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2016,0.0
1824,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2017,0.0
1825,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2018,0.0
1826,FRA,France,Public educational institutions,Part-time,Bachelor’s or equivalent level,2019,0.0
1827,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,0.0
1828,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,0.0
1829,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,0.0
1830,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,0.0
1831,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,0.0
1832,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,0.0
1833,FRA,France,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,0.0
1834,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,0.0
1835,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,0.0
1836,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,0.0
1837,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,0.0
1838,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,0.0
1839,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,0.0
1840,FRA,France,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,0.0
1862,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2013,646910.0
1863,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2014,664078.0
1864,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2015,678235.0
1865,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2016,695075.0
1866,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2017,700807.0
1867,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2018,706486.0
1868,FRA,France,Public educational institutions,Full-time,Master’s or equivalent level,2019,696512.0
1869,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2013,216.0
1870,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2014,291.0
1871,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2015,344.0
1872,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2016,350.0
1873,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2017,365.0
1874,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2018,4324.0
1875,FRA,France,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2019,3564.0
1876,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2013,184830.0
1877,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2014,190415.0
1878,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2015,190325.0
1879,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2016,194934.0
1880,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2017,221718.0
1881,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2018,278275.0
1882,FRA,France,Independent private educational institutions,Full-time,Master’s or equivalent level,2019,295970.0
1883,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2013,0.0
1884,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2014,0.0
1885,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2015,0.0
1886,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2016,0.0
1887,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2017,0.0
1888,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2018,0.0
1889,FRA,France,Public educational institutions,Part-time,Master’s or equivalent level,2019,0.0
1890,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2013,0.0
1891,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2014,0.0
1892,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2015,0.0
1893,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2016,0.0
1894,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2017,0.0
1895,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2018,0.0
1896,FRA,France,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2019,0.0
1897,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,0.0
1898,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,0.0
1899,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,0.0
1900,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,0.0
1901,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,0.0
1902,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,0.0
1903,FRA,France,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,0.0
1925,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2013,68864.0
1926,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2014,68123.0
1927,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2015,67909.0
1928,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2016,67091.0
1929,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2017,66174.0
1930,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2018,64983.0
1931,FRA,France,Public educational institutions,Full-time,Doctoral or equivalent level,2019,65916.0
1932,FRA,France,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2013,1.0
