,COUNTRY,Country,Gender,Field,International mobility,Education level,Year,Value
6133,ESP,Spain,Female,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,13756.0
6134,SVN,Slovenia,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6135,CHE,Switzerland,Female,Education,Homecoming nationals,Bachelor’s or equivalent level,2019,156.0
6136,CHL,Chile,Male,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,80.0
6137,CAN,Canada,Female,Health and welfare,Total,Doctoral or equivalent level,2019,3099.0
6138,AUS,Australia,Female,Arts and humanities,Total,Bachelor’s or equivalent level,2019,80377.595
6139,NOR,Norway,Female,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,6.0
6141,IRL,Ireland,Male,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,79.0
6143,CZE,Czech Republic,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,83.0
6145,BRA,Brazil,Male,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6148,DEU,Germany,Male,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,136759.0
6149,PRT,Portugal,Male,Education,Total,Short-cycle tertiary education,2019,0.0
6150,SVN,Slovenia,Male,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,1650.5
6151,ITA,Italy,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,46883.0
6152,AUS,Australia,Female,Arts and humanities,Mobile including homecoming nationals,Short-cycle tertiary education,2019,4506.0
6153,AUT,Austria,Male,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,25.688
6154,CHL,Chile,Male,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,693.0
6155,ITA,Italy,Female,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1914.0
6156,IRL,Ireland,Female,Arts and humanities,Total,Doctoral or equivalent level,2019,614.0
6158,NLD,Netherlands,Male,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,1679.0
6159,ESP,Spain,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,76.0
6160,NLD,Netherlands,Male,"Social sciences, journalism and information",Total,Short-cycle tertiary education,2019,177.0
6162,CZE,Czech Republic,Female,Education,Total,Short-cycle tertiary education,2019,0.0
6163,DNK,Denmark,Male,Education,Homecoming nationals,Doctoral or equivalent level,2019,0.0
6165,ESP,Spain,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Bachelor’s or equivalent level,2019,32.0
6166,PRT,Portugal,Male,"Social sciences, journalism and information",Homecoming nationals,Short-cycle tertiary education,2019,0.0
6167,POL,Poland,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,479.0
6168,CAN,Canada,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,100752.0
6169,TUR,Turkey,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,375.0
6170,NOR,Norway,Male,Health and welfare,Total,Doctoral or equivalent level,2019,998.0
6171,CHL,Chile,Female,Services,Total,Master’s or equivalent level,2019,389.0
6172,PRT,Portugal,Male,Health and welfare,Homecoming nationals,Short-cycle tertiary education,2019,0.0
6173,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,137.0
6174,LTU,Lithuania,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,1330.0
6175,GRC,Greece,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Master’s or equivalent level,2019,71.0
6176,GBR,United Kingdom,Female,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,69.62
6177,KOR,Korea,Female,Health and welfare,Total,Master’s or equivalent level,2019,19826.0
6179,SVK,Slovak Republic,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Master’s or equivalent level,2019,0.0
6180,LTU,Lithuania,Male,Services,Total,Doctoral or equivalent level,2019,0.0
6181,NLD,Netherlands,Female,Education,Homecoming nationals,Master’s or equivalent level,2019,135.0
6182,CZE,Czech Republic,Female,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6183,POL,Poland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,403.0
6184,SVK,Slovak Republic,Female,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
6185,IRL,Ireland,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,8472.0
6187,CHE,Switzerland,Female,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6188,LUX,Luxembourg,Female,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,4.0
6189,BRA,Brazil,Male,Arts and humanities,Total,Doctoral or equivalent level,2019,9941.0
6190,NZL,New Zealand,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1684.076
6191,LUX,Luxembourg,Male,Services,Homecoming nationals,Short-cycle tertiary education,2019,0.0
6192,PRT,Portugal,Female,Education,Total,Short-cycle tertiary education,2019,9.0
6193,SVN,Slovenia,Female,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,688.0
6194,LUX,Luxembourg,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,56.0
6195,KOR,Korea,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,76203.0
6196,SWE,Sweden,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,166.618
6198,DNK,Denmark,Male,Arts and humanities,Total,Short-cycle tertiary education,2019,1321.0
6200,RUS,Russia,Male,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,3272.0
6201,MEX,Mexico,Female,"Business, administration and law",Total,Master’s or equivalent level,2019,66684.0
6202,GRC,Greece,Male,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,17118.0
6206,DEU,Germany,Female,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,20217.0
6209,CHL,Chile,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,8.0
6212,MEX,Mexico,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,348100.0
6213,NOR,Norway,Female,"Engineering, manufacturing and construction",Homecoming nationals,Doctoral or equivalent level,2019,0.0
6214,EST,Estonia,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,854.833
6215,SWE,Sweden,Female,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,7294.751
6216,LUX,Luxembourg,Female,Services,Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
6217,COL,Colombia,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,19.0
6218,SVN,Slovenia,Male,Health and welfare,Total,Doctoral or equivalent level,2019,225.0
6219,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,5.0
6222,GBR,United Kingdom,Male,"Engineering, manufacturing and construction",Homecoming nationals,Master’s or equivalent level,2019,184.17
6223,ISR,Israel,Male,Education,Total,Bachelor’s or equivalent level,2019,7696.5
6224,LUX,Luxembourg,Male,"Natural sciences, mathematics and statistics",Homecoming nationals,Doctoral or equivalent level,2019,1.0
6225,KOR,Korea,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,110.0
6226,CHE,Switzerland,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Short-cycle tertiary education,2019,0.0
6227,FIN,Finland,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,50.0
6228,HUN,Hungary,Male,Education,Total,Doctoral or equivalent level,2019,88.0
6230,FIN,Finland,Male,Health and welfare,Total,Doctoral or equivalent level,2019,911.0
6232,HUN,Hungary,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,9177.0
6233,GRC,Greece,Male,Services,Total,Doctoral or equivalent level,2019,267.0
6234,JPN,Japan,Female,Education,Total,Bachelor’s or equivalent level,2019,122935.0
6235,LTU,Lithuania,Male,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,11.0
6237,CAN,Canada,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,228.0
6238,BEL,Belgium,Female,"Engineering, manufacturing and construction",Total,Short-cycle tertiary education,2019,88.0
6239,ESP,Spain,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,130426.0
6240,ITA,Italy,Female,Health and welfare,Total,Short-cycle tertiary education,2019,0.0
6241,CHE,Switzerland,Female,"Business, administration and law",Total,Master’s or equivalent level,2019,7169.0
6242,RUS,Russia,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,6149.0
6243,LUX,Luxembourg,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6245,NOR,Norway,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6247,POL,Poland,Female,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,10800.0
6248,PRT,Portugal,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,366.0
6249,POL,Poland,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,22972.0
6250,AUT,Austria,Male,Arts and humanities,Total,Bachelor’s or equivalent level,2019,8416.447
6251,LUX,Luxembourg,Male,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,3.0
6253,FIN,Finland,Male,Services,Homecoming nationals,Master’s or equivalent level,2019,16.0
6254,PRT,Portugal,Female,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,147.0
6255,ESP,Spain,Female,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,143.0
6256,LVA,Latvia,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,1.0
6258,JPN,Japan,Male,"Engineering, manufacturing and construction",Total,Short-cycle tertiary education,2019,91230.0
6259,CAN,Canada,Male,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,201.0
6260,NOR,Norway,Male,Education,Homecoming nationals,Doctoral or equivalent level,2019,0.0
6261,CZE,Czech Republic,Male,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,387.0
6262,DEU,Germany,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,40260.0
6263,GBR,United Kingdom,Female,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,12522.81
6264,CAN,Canada,Male,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,1890.0
6265,SVK,Slovak Republic,Male,"Business, administration and law",Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
6267,GRC,Greece,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,833.0
6268,NLD,Netherlands,Female,Information and Communication Technologies (ICTs),Total,Master’s or equivalent level,2019,929.0
6269,ISR,Israel,Male,Services,Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
6271,GRC,Greece,Female,Health and welfare,Homecoming nationals,Bachelor’s or equivalent level,2019,582.0
6272,COL,Colombia,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,12.0
6276,SWE,Sweden,Male,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,654.352
6277,LUX,Luxembourg,Female,Education,Homecoming nationals,Master’s or equivalent level,2019,7.0
6278,SVN,Slovenia,Male,Education,Homecoming nationals,Short-cycle tertiary education,2019,0.0
6279,CHE,Switzerland,Female,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1907.0
6280,DNK,Denmark,Male,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,379.0
6282,AUT,Austria,Female,"Business, administration and law",Homecoming nationals,Short-cycle tertiary education,2019,19.5
6283,LUX,Luxembourg,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
6286,HUN,Hungary,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,919.0
6288,ISL,Iceland,Male,Services,Total,Bachelor’s or equivalent level,2019,130.0
