"COUNTRY","Country","ISC11A","ISC11A","SEX","Gender","AGE","Age","EARN_CATEGORY","EARN_CATEGORY","INDICATOR","Indicator","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",9.037372,,
"HUN","Hungary","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"OAVG","OECD - Average","L5","Short-cycle tertiary education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.030859,,
"SWE","Sweden","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",35.22788,,
"ISR","Israel","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",89.13148,,
"PRT","Portugal","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"SWE","Sweden","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",27.68884,,
"HUN","Hungary","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"ESP","Spain","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",79.2943,,
"DEU","Germany","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",75.27083,,
"USA","United States","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",17.73176,,
"G20","G20","L5","Short-cycle tertiary education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"GBR","United Kingdom","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",79.47279,,
"NLD","Netherlands","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"ISR","Israel","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",81.27027,,
"IRL","Ireland","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",24.36266,,
"POL","Poland","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"DEU","Germany","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",9.129023,,
"DNK","Denmark","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",68.49596,,
"ESP","Spain","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",6.487323,,
"POL","Poland","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"DEU","Germany","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",12.47515,,
"KOR","Korea","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",59.24711,,
"AUT","Austria","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",45.27098,,
"KOR","Korea","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",69.94928,,
"ISR","Israel","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",30.88083,,
"NZL","New Zealand","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",12.17333,,
"CHE","Switzerland","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"NLD","Netherlands","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"COL","Colombia","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"PRT","Portugal","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"SVN","Slovenia","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"ISR","Israel","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",14.5715,,
"GBR","United Kingdom","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",28.98048,,
"FIN","Finland","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",13.99659,,
"IRL","Ireland","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",2.286636,,
"NLD","Netherlands","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"CAN","Canada","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",9.256342,,
"MEX","Mexico","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"KOR","Korea","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",29.49724,,
"AUS","Australia","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"COL","Colombia","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
